Año;Tipo.UI;Cuadrante;Partida.Institucional;Institución;Programa.pptario;Clasificador;Partida.de.gastos;Programa/.Instrumento/.Concurso;Nombre.de.la.Iniciativa;Código;OSE.(NABS).Categoría;OSE.(NABS).Subcategoría;SE;Región;EG;ECC;MF;GBARD.M$.corriente;GBARD
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO DE FILOSOFIA CONTEMPORANEA Y ESTUDIOS CLASICOS;72210041;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20316,311;21108,64713
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO DE FILOSOFIA CONTEMPORANEA Y ESTUDIOS CLASICOS;72210041;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19501,819;19501,819
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN PHYSICS;72210042;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;41795,892;43425,93179
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN PHYSICS;72210042;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;41577,566;41577,566
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO INTERUNIVERSITARIO EN ESTUDIOS DE GENERO: CULTURAS SOCIEDADES Y POLITICAS;72210045;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18259,783;18971,91454
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO INTERUNIVERSITARIO EN ESTUDIOS DE GENERO: CULTURAS SOCIEDADES Y POLITICAS;72210045;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;16907,108;16907,108
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN ENGINEERING AND THE ENVIRONMENT;72210046;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;41767,684;43396,62368
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN ENGINEERING AND THE ENVIRONMENT;72210046;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;41442,349;41442,349
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN MANAGEMENT;72210047;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;55358,03;57516,99317
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN MANAGEMENT;72210047;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;44017,618;44017,618
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY;72210048;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17873,61;18570,68079
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY;72210048;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17476,86;17476,86
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTOR OF PHILOSOPHY IN APPLIED LINGUISTICS;72210050;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20059,664;20841,9909
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTOR OF PHILOSOPHY IN APPLIED LINGUISTICS;72210050;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19675,43;19675,43
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD (BUILT ENVIRONMENT);72210052;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18308,51;19022,54189
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD (BUILT ENVIRONMENT);72210052;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18901,649;18901,649
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DENTAL AND HEALTH SCIENCES RESEARCH MPHIL/PHD;72210053;13. Progreso_GC_otras_fuentes;13.3 I+D relacionada con las cs. médicas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;67908,036;70556,4494
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DENTAL AND HEALTH SCIENCES RESEARCH MPHIL/PHD;72210053;13. Progreso_GC_otras_fuentes;13.3 I+D relacionada con las cs. médicas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;43363,467;43363,467
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO INGENIERIA MECANICA FLUIDOS Y AERONAUTICA;72210054;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17867,372;18564,19951
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO INGENIERIA MECANICA FLUIDOS Y AERONAUTICA;72210054;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17030,647;17030,647
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO INTERUNIVERSITARIO DE PSICOLOGIA DE LA EDUCACION;72210056;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19182,57;19930,69023
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO INTERUNIVERSITARIO DE PSICOLOGIA DE LA EDUCACION;72210056;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;16487,84;16487,84
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD AGRICULTURE AND ENVIRONMENT;72210057;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;31717,168;32954,13755
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD AGRICULTURE AND ENVIRONMENT;72210057;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;45096,152;45096,152
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTOR OF PHILOSOPHY IN OCEANS AND FISHERIES;72210058;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;34650,488;36001,85703
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTOR OF PHILOSOPHY IN OCEANS AND FISHERIES;72210058;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;26864,053;26864,053
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN THEORY OF LITERATURE;72210059;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;16498,349;17141,78461
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN THEORY OF LITERATURE;72210059;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19804,36;19804,36
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN CULTURAL ANTHROPOLOGY;72210060;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;29475,142;30624,67254
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN CULTURAL ANTHROPOLOGY;72210060;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;24978,117;24978,117
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN EMPLOYMENT RESEARCH;72210062;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;38354,095;39849,90471
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN EMPLOYMENT RESEARCH;72210062;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;40864,044;40864,044
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTOR IN PHILOSOPHY IN EDUCATIONAL RESEARCH WITH A SPECIALIZATION IN CURRICULUM AND LEARNING;72210064;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;22045,065;22904,82254
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTOR IN PHILOSOPHY IN EDUCATIONAL RESEARCH WITH A SPECIALIZATION IN CURRICULUM AND LEARNING;72210064;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20379,139;20379,139
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTOR OF PHILOSOPHY IN EDUCATIONAL RESEARCH WITH A SPECIALIZATION IN LEADERSHIP;72210065;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;22215,374;23081,77359
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTOR OF PHILOSOPHY IN EDUCATIONAL RESEARCH WITH A SPECIALIZATION IN LEADERSHIP;72210065;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20379,141;20379,141
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD ENGINEERING MATHEMATICS;72210071;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;39083,801;40608,06924
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD ENGINEERING MATHEMATICS;72210071;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;39416,255;39416,255
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CIENCIAS DEL MAR;72210072;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20087,019;20870,41274
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CIENCIAS DEL MAR;72210072;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19020,365;19020,365
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN THEORETICAL HIGH ENERGY PHYSICS;72210073;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17631,336;18318,9581
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN THEORETICAL HIGH ENERGY PHYSICS;72210073;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;16757,988;16757,988
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CIENCIAS DE LA EDUCACION (DIDACTICA DE LA MATEMATICA);72210075;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17988,613;18690,16891
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CIENCIAS DE LA EDUCACION (DIDACTICA DE LA MATEMATICA);72210075;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17294,056;17294,056
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN BIOTECNOLOGIA;72210076;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;16343,013;16980,39051
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN BIOTECNOLOGIA;72210076;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17449,573;17449,573
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;MPHIL/PHD CIVIL, ENVIRONMENTAL AND GEOMATIC ENGINEERING;72210077;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;66504,247;69097,91263
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;MPHIL/PHD CIVIL, ENVIRONMENTAL AND GEOMATIC ENGINEERING;72210077;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;44592,462;44592,462
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN GEOGRAPHY;72210080;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;38494,538;39995,82498
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN GEOGRAPHY;72210080;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;41547,392;41547,392
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO DE EDUCACION Y SOCIEDAD;72210082;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17861,674;18558,27929
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO DE EDUCACION Y SOCIEDAD;72210082;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17029,123;17029,123
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD/MPHIL IN DEVELOPMENT STUDIES WITH REFERENCE TO EMERGING ECONOMIES RESEARCH;72210083;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;44186,573;45909,84935
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD/MPHIL IN DEVELOPMENT STUDIES WITH REFERENCE TO EMERGING ECONOMIES RESEARCH;72210083;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;44602,269;44602,269
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;MPHIL/PHD IN INFECTIOUS AND TROPICAL DISEASES;72210084;13. Progreso_GC_otras_fuentes;13.3 I+D relacionada con las cs. médicas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;41806,074;43436,51089
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;MPHIL/PHD IN INFECTIOUS AND TROPICAL DISEASES;72210084;13. Progreso_GC_otras_fuentes;13.3 I+D relacionada con las cs. médicas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;26657,45;26657,45
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD BIOTECHNOLOGY;72210085;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19071,601;19815,39344
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD BIOTECHNOLOGY;72210085;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;30032,449;30032,449
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOUTORAMENTO EM ESTUDOS DE CULTURA;72210086;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19465,271;20224,41657
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOUTORAMENTO EM ESTUDOS DE CULTURA;72210086;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;8546,053;8546,053
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD MINING ENGINEERING;72210087;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;40675,371;42261,71047
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD MINING ENGINEERING;72210087;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19266,991;19266,991
