Año;Tipo.UI;Cuadrante;Partida.Institucional;Institución;Programa.pptario;Clasificador;Partida.de.gastos;Programa/.Instrumento/.Concurso;Nombre.de.la.Iniciativa;Código;OSE.(NABS).Categoría;OSE.(NABS).Subcategoría;SE;Región;EG;ECC;MF;GBARD.M$.corriente;GBARD
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;SINTESIS Y CARACTERIZACION DE MICROCAPSULAS POROSAS CON DIFUSION CONTROLADA DE AGENTES REJUVENECEDORES PARA LA AUTO-REPARACION DE ASFALTOS;3200227;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;TECNOLOGIA Y PRODUCCION METALURGICA EN EL VALLE DE COPIAPO DURANTE EL PERIODO TARDIO (1450-1500 D.C.);3200229;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;TRANSITION METAL NITRIDES- AN EMERGING ELECTRODES FOR NEXT GENERATION SUPERCAPACITORS;3200232;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Atacama;con EG;sin ECC;Concurso;27596;28672,244
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;TRANSITION METAL NITRIDES- AN EMERGING ELECTRODES FOR NEXT GENERATION SUPERCAPACITORS;3200232;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Atacama;con EG;sin ECC;Concurso;28076;28076
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EXPLORACION SONORA DE CAJAS DE RESONANCIA SINTONIZABLES, BASADAS EN METAMATERIALES MECANICOS;3200239;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;15570;16177,23
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;VIRTUAL ELEMENT METHOD FOR NONLINEAR METHODS;3200242;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;27596;28672,244
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;ESTIMATING DEPTH OF ANESTHESIA FROM THE COMPLEXITY OF THE ELECTROENCEPHALOGRAPHIC SIGNAL;3200248;13. Progreso_GC_otras_fuentes;13.3 I+D relacionada con las cs. médicas;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;CARACTERIZACION DE LAS RUPTURAS DE LOS MEGATERREMOTOS COLONIALES DE 1730 Y 1751 EN EL CENTRO-SUR DE CHILE MEDIANTE FUENTES HISTORICAS PRIMARIAS: UN CASO EXCEPCIONAL DE TRASLAPE TEMPORAL Y GEOGRAFICO DEL PASADO QUE SIRVE DE ADVERTENCIA PARA EL FUTURO;3200251;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;COMPUTER-ASSISTED DESIGN OF NANOMATERIALS FOR BIOMEDICAL APPLICATIONS: A POWERFUL COMBINATION OF SILVER NANOPARTICLES AND FUNCTIONAL PEPTIDES.;3200252;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Maule;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EL PROCESO DE INDIVIDUACION EN ESTUDIANTES DE EDUCACION SUPERIOR: TRAYECTORIAS VITALES, IDENTIDADES SOCIALES Y AGENCIA DE LAS PROTAGONISTAS DE MOVILIZACIONES FEMINISTAS DE LOS ULTIMOS 5 AÑOS EN LA REGION METROPOLITANA.;3200261;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;10500;10909,5
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EFFECT OF THE MAGNETIC AND CONDUCTING FILLER ON THE FINAL PROPERTIES OF POLYMER NANOCOMPOSITES;3200264;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;CARACTERIZACION TEORICA DE UNA ESTRUCTURA METAL-ORGANICA (MOF) EN COMPLEJOS HUESPED-ANFITRION COMO MATERIALES CON PROPIEDADES OPTICAS Y SU POTENCIAL APLICACION EN SISTEMAS DE CONVERSION DE ENERGIA;3200270;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;TREN ELECTROQUIMICO DE TRATAMIENTO DE AGUAS RESIDUALES DE ORIGEN CARNICO A ESCALA PRE-PILOTO. APROVECHAMIENTO DE ENERGIA SOLAR Y GENERACION DE PRODUCTOS DE VALOR AGREGADO.;3200274;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;con ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;CIENCIA DE DATOS PARA LA OPTIMIZACION MULTIOBJETIVO DEL FLUJO OPTIMO DE POTENCIA DE MICRORREDES INTELIGENTES;3200284;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Maule;con EG;sin ECC;Concurso;10500;10909,5
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;PREPARACION DE ANDAMIOS BIODEGRADABLES DE HIDROGELES CON NANOPARTICULAS BIOACTIVAS Y BIOCIDAS PARA APLICACIONES EN INGENIERIA DE TEJIDOS;3200296;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;RARE EARTH ELEMENTS BIOACCUMULATION AND THEIR TROPHIC TRANSFER IN FRESHWATER ECOSYSTEMS FROM DIFFERENT GEOGRAPHICAL LOCATIONS OF CHILE.;3200302;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;SUCRALOSE INHIBITS AUTOPHAGIC DEGRADATION OF TIGHT AND ADHERENS JUNCTIONS IN IN VITRO AND EX VIVO MODELS OF PERIODONTITIS;3200313;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;LA REPUBLICA DE LOS POETAS: IMAGINACION DEMOCRATICA Y MOVIMIENTOS SOCIALES EN LA POESIA CHILENA;3200317;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;27926;29015,114
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;GENDERED INCLUSION IN LATIN AMERICA: SUFFRAGE AND WOMEN'S EARLY POLITICAL PARTICIPATION;3200323;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;11889,667;12353,36401
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;ACCIONES COLECTIVAS DE LAS TRABAJADORAS SEXUALES Y SUS ALIADAS DESDE UNA PERSPECTIVA SOCIOHISTORICA, INTERSECCIONAL Y SITUADA;3200328;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;ESTRUCTURACION DE REDES METACOMUNITARIAS DE ZOOPLANCTON EN CHARCAS TEMPORALES MEDITERRANEAS;3200340;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;26486;27518,954
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EXTRACTION OF RARE EARTH USING AQUEOUS TWO PHASE SYSTEM AND STRIPPING BY IONIC LIQUIDS;3200341;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27906;28994,334
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;FUNCTIONAL ROLE OF PANNEXIN 1 ON VISUAL DYSFUNCTION DURING NATURAL AGEING;3200342;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;LONG-TERM STRUCTURAL EVOLUTION OF THE WESTERN ANDEAN SLOPE AND ITS CONTROL ON THE WEST-VERGENT SEISMOGENIC FRONT (MAULE REGION, ~36° S);3200348;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;10500;10909,5
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EVALUACION DEL ROL DE LA ZONA PELUCIDA COMO AGENTE REGULADOR DE LAS SEÑALES MOLECULARES EMBRIONARIAS QUE PROMUEVEN EL RECONOCIMIENTO MATERNO DURANTE EL PERIODO PERI-IMPLANTATORIO EN LA GATA DOMESTICA.;3200352;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DESARROLLO DE BIGELES COMO SUSTITUTOS SALUDABLES DE GRASAS SATURADAS Y TRANS EN ALIMENTOS;3200363;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;La Araucanía;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;SEABIRDS AS BIOVECTORS IN THE TRANSPORT OF PLASTIC DEBRIS ACROSS ECOSYSTEM BORDERS;3200370;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Antofagasta;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;REAL-TIME MINERALOGICAL SURFACE MAPPING IN ROCKS BY USING LASER BASED SPECTROSCOPY TOWARDS ESTABLISHING FUNDAMENTAL KNOWLEDGE FOR IN-SITU ANALYTICAL ASSESSMENT IN THE COPPER MINING INDUSTRY.;3200371;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;INCREASING THE ELECTRICAL POWER OF A CARBON-AIR SOLID OXIDE FUEL CELL THROUGH THE FABRICATION OF MESOPOROUS ANODES.;3200372;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;10500;10909,5
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EVOLUTION OF GLACIAL RELIEF IN SOUTHERN PATAGONIA;3200375;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Los Ríos;con EG;sin ECC;Concurso;27676;28755,364
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DISEÑO Y SINTESIS DE HIDROGELES NANOCOMPUESTOS APLICADOS EN REDUCCION CATALITICA DE COMPUESTOS ORGANICOS CONTAMINANTES EN MEDIO ACUOSO.;3200379;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DISEÑO RACIONAL DE SISTEMAS GASTRORRETENTIVOS DE TRANSPORTE DE NANOVEHICULOS PRODUCIDOS MEDIANTE TECNICAS DE IMPRESION 3D PARA POTENCIALES APLICACIONES EN TERAPIA DE CANCER GASTRICO.;3200384;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;BIODIVERSITY AND FOOD SECURITY: RESOLVING HUMAN AND WILDLIFE NEEDS BY MANAGING MULTIDIMENSIONAL COMPONENTS;3200386;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;ANALISIS EN TORNO AL EJERCICIO DE UNA EPISTEMOLOGIA SITUADA DE LA RESISTENCIA: APROPIACIONES CATEGORIALES, ETICAS Y POLITICAS.;3200390;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;25226;26209,814
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DESIGN OF ANTITUMORAL PT(II), RU(II) AND IR(III) COMPLEXES OF CHIRAL THIOUREA VEGFR-2 INHIBITING LIGANDS: TARGETING MULTIPLE MODE OF ACTION FOR HUMAN CANCERS;3200391;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Atacama;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EVALUATION OF THE EFFECTIVENESS OF NEW PLANT PROTEIN EXTRACTS AS FINING AGENTS FOR RED WINES.;3200396;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Enseñanza superior;Maule;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;MARX Y LA CRITICA DE LA ECONOMIA POLITICA: DE LA DOMINACION ABSTRACTA A LA TRANSFORMACION DEL ESPACIO-TIEMPO EN LA LOGICA DEL CAPITAL. UN ANALISIS DE LOS GRUNDRISSE Y EL CAPITAL.;3200399;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;BEFORE THE SPECTERS: JACQUES DERRIDA’S UNPUBLISHED WORKS ON MARX AND MARXIST THOUGHT IN THE 1960S AND 1970S;3200401;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;26996;28048,844
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;BEFORE THE SPECTERS: JACQUES DERRIDA’S UNPUBLISHED WORKS ON MARX AND MARXIST THOUGHT IN THE 1960S AND 1970S;3200401;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27676;27676
